"start","connection","end","state","score"
"Turkey","has_capital","Ankara","active","235"
"Turkey","has_covering","Feathers","active","125"
"Turkey","has_language","diq","active","160"
"Turkey","has_language","ku","active","160"
"Turkey","has_language","tr-TR","active","160"
"Turkey","has_major_city","Adana","active","155"
"Turkey","has_major_city","Ankara","active","155"
"Turkey","has_major_city","Bursa","active","155"
"Turkey","has_major_city","Diyarbakır","active","155"
"Turkey","has_major_city","Gaziantep","active","155"
"Turkey","has_major_city","Istanbul","active","155"
"Turkey","has_major_city","İzmir","active","155"
"Turkey","is_a","Animal","active","240"
"Turkey","is_a","Bird","active","240"
"Turkey","is_a","Country","active","240"
"Turkey","lives_in","Farms","active","160"
"Turkey","member_of","NATO","active","180"
"Turkey","moves_by","Walking","active","145"
"Turkey","part_of","Asia","active","210"
"Turkish Aerospace Industries","has_key_person","Ömer Cihad Vardan (chairman) Mehmet Demiroğlu (president & CEO)","active","150"
"Turkish Aerospace Industries","headquartered_in","Kahramankazan","active","185"
"Turkish Aerospace Industries","in_industry","Aerospace","active","165"
"Turkish Aerospace Industries","in_industry","arms industry","active","165"
"Turkish Aerospace Industries","makes","Aircraft, helicopters, satellites, unmanned aerial vehicles","deprecated","35"
"Turkmenistan","borders","Afghanistan","active","210"
"Turkmenistan","borders","Iran","active","210"
"Turkmenistan","borders","Kazakhstan","active","210"
"Turkmenistan","borders","Uzbekistan","active","210"
"Turkmenistan","has_capital","Ashgabat","active","235"
"Turkmenistan","has_language","ru","active","160"
"Turkmenistan","has_language","tk","active","160"
"Turkmenistan","has_language","uz","active","160"
"Turkmenistan","is_a","Country","active","240"
"Turkmenistan","part_of","Asia","active","210"
"Turks and Caicos Islands","has_capital","Cockburn Town","active","235"
"Turks and Caicos Islands","has_language","en-TC","active","160"
"Turks and Caicos Islands","is_a","Country","active","240"
"Turks and Caicos Islands","part_of","North America","active","210"
"Turtle","has_covering","Shell","active","125"
"Turtle","is_a","Animal","active","240"
"Turtle","is_a","Reptile","active","240"
"Turtle","lives_in","Rivers","active","160"
"Turtle","moves_by","Swimming","active","145"
"Tuvalu","has_capital","Funafuti","active","235"
"Tuvalu","has_language","en","active","160"
"Tuvalu","has_language","sm","active","160"
"Tuvalu","has_language","tvl","active","160"
"Tuvalu","is_a","Country","active","240"
"Tuvalu","part_of","Oceania","active","210"
"TY-90","guided_by","IR","active","180"
"TY-90","has_type","Air-to-air","active","225"
"TY-90","has_type","surface-to-air missiles","active","225"
"TY-90","has_warhead","3 kg warhead","active","170"
"TY-90","launched_from","Air & surface","active","175"
"TY-90","made_by","China Aviation Industry Corporation I","active","185"
"TY-90","operated_by","China","active","180"
"TY-90","originated_in","China","active","185"
"Type 11 (missile)","guided_by","inertial guidance","active","180"
"Type 11 (missile)","guided_by","infrared homing","active","180"
"Type 11 (missile)","guided_by","Kawasaki Heavy Industries","active","180"
"Type 11 (missile)","has_type","Mobile, short-range surface-to-air missile","active","225"
"Type 11 (missile)","has_warhead","HE-fragmentation","active","170"
"Type 11 (missile)","launched_from","armoured mobile truck","active","175"
"Type 11 (missile)","launched_from","Isuzu Motors","active","175"
"Type 11 (missile)","launched_from","Mega Cruiser BXD10","active","175"
"Type 11 (missile)","launched_from","Toyota","active","175"
"Type 11 (missile)","made_by","Toshiba","active","185"
"Type 11 (missile)","operated_by","Japan","active","180"
"Type 11 (missile)","originated_in","Japan","active","185"
"Type 12 surface-to-ship missile","guided_by","AESA","active","180"
"Type 12 surface-to-ship missile","guided_by","GPS","active","180"
"Type 12 surface-to-ship missile","guided_by","Inertial guidance","active","180"
"Type 12 surface-to-ship missile","guided_by","Ka band","active","180"
"Type 12 surface-to-ship missile","has_type","anti-ship missile","active","225"
"Type 12 surface-to-ship missile","has_type","cruise missile","active","225"
"Type 12 surface-to-ship missile","has_type","land attack","active","225"
"Type 12 surface-to-ship missile","has_type","surface to surface missile","active","225"
"Type 12 surface-to-ship missile","has_warhead","HE","active","170"
"Type 12 surface-to-ship missile","launched_from","Mitsubishi","active","175"
"Type 12 surface-to-ship missile","launched_from","Oshkosh","active","175"
"Type 12 surface-to-ship missile","made_by","Mitsubishi Heavy Industries","active","185"
"Type 12 surface-to-ship missile","originated_in","Japan","active","185"
"Type 26 Frigate","is_a","Frigate","active","240"
"Type 26 Frigate","manufactured_by","BAE Systems","active","185"
"Type 26 Frigate","uses_technology","Anti Submarine Warfare","active","150"
"Type 45 Destroyer","is_a","Destroyer","active","240"
"Type 45 Destroyer","manufactured_by","BAE Systems","active","185"
"Type 45 Destroyer","uses_technology","Air Defence Radar","active","150"
"Type 80 air-to-ship missile","guided_by","active radar homing","active","180"
"Type 80 air-to-ship missile","guided_by","Inertial guidance","active","180"
"Type 80 air-to-ship missile","has_type","Anti-ship missile","active","225"
"Type 80 air-to-ship missile","has_warhead","HE","active","170"
"Type 80 air-to-ship missile","launched_from","Air","active","175"
"Type 80 air-to-ship missile","made_by","Mitsubishi Heavy Industries","active","185"
"Type 80 air-to-ship missile","operated_by","Japan","active","180"
"Type 80 air-to-ship missile","originated_in","Japan","active","185"
"Type 81 surface-to-air missile","guided_by","inertial guidance","active","180"
"Type 81 surface-to-air missile","guided_by","infrared homing","active","180"
"Type 81 surface-to-air missile","guided_by","Kawasaki Heavy Industries","active","180"
"Type 81 surface-to-air missile","has_type","Mobile, short-range surface-to-air missile","active","225"
"Type 81 surface-to-air missile","has_warhead","9.2 kg HE-fragmentation","active","170"
"Type 81 surface-to-air missile","launched_from","armoured mobile truck","active","175"
"Type 81 surface-to-air missile","launched_from","Isuzu","active","175"
"Type 81 surface-to-air missile","made_by","Toshiba","active","185"
"Type 81 surface-to-air missile","operated_by","Japan","active","180"
"Type 81 surface-to-air missile","originated_in","Japan","active","185"
"Type 88 surface-to-ship missile","guided_by","active radar homing","active","180"
"Type 88 surface-to-ship missile","guided_by","Inertial guidance","active","180"
"Type 88 surface-to-ship missile","has_type","Anti-ship cruise missile","active","225"
"Type 88 surface-to-ship missile","has_warhead","HE","active","170"
"Type 88 surface-to-ship missile","launched_from","Truck (Fuso Super Great, Fuso The Great)","active","175"
"Type 88 surface-to-ship missile","made_by","Mitsubishi Heavy Industries","active","185"
"Type 88 surface-to-ship missile","originated_in","Japan","active","185"
"Type 90 ship-to-ship missile","guided_by","active radar homing","active","180"
"Type 90 ship-to-ship missile","guided_by","Inertial guidance","active","180"
"Type 90 ship-to-ship missile","has_type","Anti-ship cruise missile","active","225"
"Type 90 ship-to-ship missile","has_warhead","high  explosive","active","170"
"Type 90 ship-to-ship missile","launched_from","Akizuki","active","175"
"Type 90 ship-to-ship missile","launched_from","Asahi","active","175"
"Type 90 ship-to-ship missile","launched_from","Atago","active","175"
"Type 90 ship-to-ship missile","launched_from","Hayabusa","active","175"
"Type 90 ship-to-ship missile","launched_from","Murasame","active","175"
"Type 90 ship-to-ship missile","launched_from","Takanami","active","175"
"Type 90 ship-to-ship missile","made_by","Mitsubishi Heavy Industries","active","185"
"Type 90 ship-to-ship missile","operated_by","Japan Maritime Self-Defense Force","active","180"
"Type 90 ship-to-ship missile","originated_in","Japan","active","185"
"Type 91 air-to-ship missile","guided_by","Inertial and active radar","active","180"
"Type 91 air-to-ship missile","has_type","Anti-ship cruise missiles","active","225"
"Type 91 air-to-ship missile","launched_from","Air","active","175"
"Type 91 air-to-ship missile","made_by","Mitsubishi Heavy Industries","active","185"
"Type 91 air-to-ship missile","originated_in","Japan","active","185"
"Type 91 torpedo","designed_by","Seiji Naruse","active","195"
"Type 91 torpedo","has_type","Aerial torpedo","active","225"
"Type 91 torpedo","operated_by","Japanese Navy","active","180"
"Type 91 torpedo","originated_in","Empire of Japan","active","185"
"Type 91 torpedo","used_in","World War II","active","165"
"Type 93 air-to-ship missile","guided_by","GPS","active","180"
"Type 93 air-to-ship missile","guided_by","Inertial guidance","active","180"
"Type 93 air-to-ship missile","guided_by","IR","active","180"
"Type 93 air-to-ship missile","has_type","Anti-ship, Anti-ground (ASM2b) cruise missile","active","225"
"Type 93 air-to-ship missile","launched_from","F-4EJ Kai Phantom II","active","175"
"Type 93 air-to-ship missile","launched_from","Mitsubishi F-2","active","175"
"Type 93 air-to-ship missile","made_by","Mitsubishi Heavy Industries","active","185"
"Type 93 air-to-ship missile","operated_by","Japan Self-Defense Forces","active","180"
"Type 93 air-to-ship missile","originated_in","Japan","active","185"
"Type 97 automatic cannon","has_type","Anti-tank rifle","active","225"
"Type 97 automatic cannon","made_by","Kokura Arsenal","active","185"
"TypeScript","developed_by","Microsoft","active","200"
"TypeScript","is_a","Programming Language","active","240"
"U.S. Cellular","founded_by","LeRoy Carlson","active","190"
"U.S. Cellular","headquartered_in","Chicago, Illinois","active","185"
"U.S. Cellular","in_industry","Telecommunications","active","165"
"U.S. News & World Report","has_key_person","Eric Gertler (CEO) Bill Holiber (President) Dafna Linzner (Editorial Director)","active","150"
"U.S. News & World Report","headquartered_in","New York City","active","185"
"U.S. News & World Report","headquartered_in","Washington, D.C.","active","185"
"U.S. News & World Report","makes","Best Colleges Ranking","active","160"
"U.S. Virgin Islands","has_capital","Charlotte Amalie","active","235"
"U.S. Virgin Islands","has_language","en-VI","active","160"
"U.S. Virgin Islands","is_a","Country","active","240"
"U.S. Virgin Islands","part_of","North America","active","210"
"Ubangi","empties_into","Congo River","active","165"
"Ubangi","flows_through","Central African Republic","active","165"
"Ubangi","flows_through","Democratic Republic of the Congo","active","165"
"Ubangi","flows_through","Republic of the Congo","active","165"
"Ubangi","is_a","River","active","240"
"Ubuntu","based_on","Debian","active","170"
"Ubuntu","developed_by","Canonical","active","200"
"Ubuntu","is_a","Linux Distribution","active","240"
"UDP","is_a","Network Protocol","active","240"
"UDP","provides","Datagram Transport","active","155"
"Uganda","borders","Democratic Republic of the Congo","active","210"
"Uganda","borders","Kenya","active","210"
"Uganda","borders","Rwanda","active","210"
"Uganda","borders","South Sudan","active","210"
"Uganda","borders","Tanzania","active","210"
"Uganda","has_capital","Kampala","active","235"
"Uganda","has_language","en-UG","active","160"
"Uganda","has_language","lg","active","160"
"Uganda","has_language","sw","active","160"
"Uganda","has_major_city","Kampala","active","155"
"Uganda","is_a","Country","active","240"
"Uganda","part_of","Africa","active","210"
"UGM-133 Trident II","has_type","SLBM","active","225"
"UGM-133 Trident II","made_by","Lockheed Martin Space","active","185"
"UGM-133 Trident II","operated_by","Royal Navy","active","180"
"UGM-133 Trident II","operated_by","United States Navy","active","180"
"UGM-133 Trident II","originated_in","United States","active","185"
"Ukraine","borders","Belarus","active","210"
"Ukraine","borders","Hungary","active","210"
"Ukraine","borders","Moldova","active","210"
"Ukraine","borders","Poland","active","210"
"Ukraine","borders","Romania","active","210"
"Ukraine","borders","Russia","active","210"
"Ukraine","borders","Slovakia","active","210"
"Ukraine","has_capital","Kyiv","active","235"
"Ukraine","has_language","rom","active","160"
